program_id,school,program,result,season,out_date,submit_date,method,tid,fin
129,CMU,MSCF,Reject,2020 Fall,2020-03-11,2019-12-05,邮件,0,自费AD
129,CMU,MSCF,Reject,2020 Fall,2020-03-11,2019-12-15,邮件,0,自费AD
129,CMU,MSCF,AD无奖,2020 Fall,2020-03-11,2019-11-11,邮件,0,自费AD
129,CMU,MSCF,AD无奖,2020 Fall,2020-03-10,2019-12-07,网申,0,自费AD
129,CMU,MSCF,AD无奖,2020 Fall,2020-03-10,2019-12-10,网申,0,自费AD
162,COLUMBIA,FE,AD无奖,2026 Fall,2026-03-03,2026-01-07,邮件,0,自费AD
162,COLUMBIA,FE,AD无奖,2026 Fall,2026-02-10,2026-01-02,邮件,0,
162,COLUMBIA,MS in Financial Engineering,AD无奖,2025 Fall,2025-03-06,2025-01-16,邮件,0,
162,COLUMBIA,FE,AD无奖,2025 Fall,2025-03-24,2025-01-11,邮件,0,自费AD
162,COLUMBIA,FE,AD无奖,2024 Fall,2024-03-27,2024-01-10,邮件,0,
162,COLUMBIA,MS in Financial Engineering,AD无奖,2024 Fall,2024-02-14,2023-12-01,邮件,0,
162,COLUMBIA,FE,AD无奖,2023 Fall,2023-04-27,,网申,0,自费AD
162,COLUMBIA,MS in Financial Engineering,AD无奖,2023 Fall,2023-04-06,2023-01-10,网申,0,
162,COLUMBIA,MS in Financial Engineering,AD无奖,2023 Fall,2023-02-25,2023-01-15,邮件,0,
162,COLUMBIA,MS in Financial Engineering,Reject,2022 Fall,2022-04-23,2021-12-18,网申,0,
162,COLUMBIA,FE,AD无奖,2022 Fall,2022-02-12,2022-01-05,网申,0,自费AD
162,COLUMBIA,FE,AD无奖,2022 Fall,2022-03-11,2021-12-31,网申,0,
162,COLUMBIA,MS in Financial Engineering,AD无奖,2022 Fall,2022-03-11,2022-01-10,网申,0,
162,COLUMBIA,FE,AD无奖,2022 Fall,2022-03-11,2021-12-26,网申,0,
162,COLUMBIA,FE,AD无奖,2022 Fall,2022-03-11,2022-01-15,邮件,0,
162,COLUMBIA,FE,AD无奖,2022 Fall,2022-02-11,2022-01-05,邮件,0,
162,COLUMBIA,FE,AD无奖,2022 Fall,2022-02-12,2021-12-01,邮件,0,
162,COLUMBIA,FE,AD无奖,2022 Fall,2022-02-11,2022-01-04,邮件,0,
162,COLUMBIA,FE,AD无奖,2022 Fall,2022-02-11,2022-01-04,网申,0,
162,COLUMBIA,FE,AD无奖,2022 Fall,2022-02-12,2022-01-03,邮件,0,
162,COLUMBIA,MS in Financial Engineering,AD小奖,2022 Fall,2022-01-07,2021-12-01,邮件,0,
162,COLUMBIA,FE,AD无奖,2021 Fall,2021-08-20,,邮件,0,自费AD
162,COLUMBIA,MS in Financial Engineering,AD无奖,2021 Fall,2021-04-01,2021-01-05,网申,0,
162,COLUMBIA,MS in Financial Engineering,Reject,2021 Fall,2021-04-23,2021-01-05,网申,0,
162,COLUMBIA,FE,Reject,2021 Fall,2021-04-23,2021-01-04,邮件,0,
162,COLUMBIA,FE,Reject,2021 Fall,2021-04-23,2021-01-04,邮件,0,
162,COLUMBIA,FE,Reject,2021 Fall,2021-04-23,2020-12-14,邮件,0,
162,COLUMBIA,FE,AD无奖,2021 Fall,2021-02-08,2021-01-14,邮件,0,
162,COLUMBIA,FE,AD无奖,2021 Fall,2021-02-18,2021-01-06,网申,0,
162,COLUMBIA,FE,AD无奖,2021 Fall,2021-02-18,2021-01-04,邮件,0,
162,COLUMBIA,FE,AD无奖,2021 Fall,2021-02-18,2021-01-05,邮件,0,
162,COLUMBIA,FE,AD无奖,2021 Fall,2021-02-17,2021-01-02,邮件,0,
162,COLUMBIA,FE,Waiting,2021 Fall,2021-02-18,2021-01-15,邮件,0,
162,COLUMBIA,FE,AD无奖,2021 Fall,2021-02-18,2021-01-05,邮件,0,
162,COLUMBIA,FE,AD无奖,2021 Fall,2021-02-17,2021-01-05,网申,0,
162,COLUMBIA,FE,AD无奖,2021 Fall,2021-02-18,2021-01-05,邮件,0,
162,COLUMBIA,FE,AD无奖,2021 Fall,2021-02-18,2021-01-05,邮件,0,
162,COLUMBIA,FE,AD无奖,2021 Fall,2021-02-10,2020-11-16,邮件,0,
162,COLUMBIA,FE,AD无奖,2021 Fall,2021-02-09,2021-01-04,邮件,0,
162,COLUMBIA,FE,AD无奖,2021 Fall,2021-02-09,2020-12-28,网申,0,
162,COLUMBIA,FE,AD无奖,2021 Spring,2020-12-04,2020-10-02,邮件,0,
162,COLUMBIA,FE,AD无奖,2021 Spring,2021-01-01,2020-10-01,邮件,0,
162,COLUMBIA,FE,Waiting,2020 Fall,2020-05-15,,邮件,0,自费AD
162,COLUMBIA,FE,Waiting,2020 Fall,2020-05-01,2020-01-05,邮件,0,自费AD
162,COLUMBIA,FE,Reject,2020 Fall,2020-05-05,2020-01-03,邮件,0,自费AD
162,COLUMBIA,FE,AD无奖,2020 Fall,2020-03-28,,网申,0,自费AD
162,COLUMBIA,FE,AD无奖,2020 Fall,2020-02-21,2020-01-07,网申,0,自费AD
162,COLUMBIA,FE,AD无奖,2020 Fall,2020-02-27,,邮件,0,自费AD
162,COLUMBIA,FE,AD无奖,2020 Fall,2020-02-11,2019-12-17,邮件,0,自费AD
162,COLUMBIA,FE,AD无奖,2020 Fall,2020-03-10,,邮件,0,自费AD
162,COLUMBIA,FE,AD无奖,2020 Fall,2020-02-27,2019-12-15,邮件,0,自费AD
162,COLUMBIA,FE,AD无奖,2020 Fall,2020-02-27,2020-01-03,邮件,0,自费AD
162,COLUMBIA,FE,AD无奖,2020 Fall,2020-02-28,2020-01-02,邮件,0,自费AD
162,COLUMBIA,FE,AD无奖,2020 Fall,2020-02-27,2020-01-04,邮件,0,自费AD
162,COLUMBIA,FE,AD无奖,2020 Fall,2020-02-27,2019-12-15,邮件,0,自费AD
162,COLUMBIA,FE,AD无奖,2020 Fall,2020-02-12,2019-12-08,邮件,0,自费AD
162,COLUMBIA,FE,AD无奖,2020 Fall,2020-02-11,2020-01-04,邮件,0,自费AD
162,COLUMBIA,FE,AD无奖,2020 Fall,2020-02-19,2020-02-06,邮件,0,自费AD
162,COLUMBIA,FE,AD无奖,2020 Fall,2020-02-11,2019-12-31,书面,0,自费AD
162,COLUMBIA,FE,AD无奖,2020 Fall,2020-02-11,2019-12-01,邮件,0,自费AD
170,COLUMBIA,MAFN,AD无奖,2025 Fall,2025-04-25,,,0,自费AD
170,COLUMBIA,MA in Mathematics of Finance,AD无奖,2023 Fall,2023-03-13,2023-01-15,邮件,0,
170,COLUMBIA,MAFN,AD无奖,2023 Fall,2023-01-31,2023-01-03,邮件,0,
170,COLUMBIA,MA in Mathematics of Finance,Reject,2023 Fall,2023-02-21,2023-01-07,邮件,0,
170,COLUMBIA,MAFN,Waiting,2023 Fall,2023-02-21,2022-12-27,网申,0,
170,COLUMBIA,MAFN,Reject,2023 Fall,2023-02-11,2022-11-15,网申,0,
170,COLUMBIA,MAFN,Waiting,2023 Fall,2023-01-19,2022-12-29,网申,0,
170,COLUMBIA,MAFN,AD无奖,2022 Fall,2022-03-30,2022-02-02,邮件,0,自费AD
170,COLUMBIA,MAFN,AD无奖,2022 Fall,2022-03-25,2021-12-01,邮件,0,
170,COLUMBIA,MAFN,AD无奖,2022 Fall,2022-03-25,2021-11-30,邮件,0,自费AD
170,COLUMBIA,MAFN,AD无奖,2022 Fall,2022-04-13,,邮件,0,自费AD
170,COLUMBIA,MAFN,AD无奖,2022 Fall,2022-03-31,,,0,自费AD
170,COLUMBIA,MAFN,AD无奖,2022 Fall,2022-04-01,2022-01-26,邮件,0,自费AD
170,COLUMBIA,MAFN,AD无奖,2022 Fall,2022-03-23,2022-01-13,邮件,0,自费AD
170,COLUMBIA,MAFN,AD无奖,2022 Fall,2022-03-29,2022-01-16,网申,0,
170,COLUMBIA,MAFN,Reject,2022 Fall,2022-03-29,2022-01-23,邮件,0,
170,COLUMBIA,MAFN,AD无奖,2022 Fall,2022-03-28,2022-01-14,邮件,0,
170,COLUMBIA,MAFN,AD无奖,2022 Fall,2022-03-25,2021-12-31,邮件,0,
170,COLUMBIA,MAFN,AD无奖,2022 Fall,2022-03-25,2022-01-02,,0,自费AD
170,COLUMBIA,MAFN,AD无奖,2022 Fall,2022-02-28,,网申,0,自费AD
170,COLUMBIA,MA in Mathematics of Finance,Waiting,2022 Fall,2022-03-24,2021-12-14,邮件,0,
170,COLUMBIA,MA in Mathematics of Finance,Waiting,2022 Fall,2022-03-23,2022-01-14,邮件,0,
170,COLUMBIA,MAFN,AD无奖,2022 Fall,2022-02-25,,,0,自费AD
170,COLUMBIA,MAFN,AD无奖,2022 Fall,2022-02-25,2021-12-30,邮件,0,
170,COLUMBIA,MAFN,AD无奖,2022 Fall,2022-02-25,2021-12-05,网申,0,
170,COLUMBIA,MAFN,AD无奖,2021 Fall,2020-03-03,2020-01-01,邮件,0,
170,COLUMBIA,MAFN,Reject,2021 Fall,2021-06-02,2020-12-12,邮件,0,
170,COLUMBIA,MAFN,Reject,2021 Fall,2021-03-12,2021-02-15,邮件,0,
170,COLUMBIA,MAFN,Reject,2021 Fall,2021-02-19,2021-01-26,网申,0,
170,COLUMBIA,MAFN,Reject,2021 Fall,2021-03-13,2021-02-01,邮件,0,
170,COLUMBIA,MAFN,AD无奖,2021 Fall,2021-03-13,2021-01-07,网申,0,
170,COLUMBIA,MAFN,Reject,2021 Fall,2021-03-12,2021-01-29,邮件,0,
170,COLUMBIA,MAFN,AD无奖,2021 Fall,2021-03-13,2021-01-18,网申,0,
170,COLUMBIA,MAFN,AD无奖,2021 Fall,2021-02-08,2021-01-22,网申,0,
170,COLUMBIA,MAFN,Reject,2021 Fall,2021-02-23,2021-02-15,邮件,0,
170,COLUMBIA,MAFN,Reject,2021 Fall,2021-02-23,2021-02-15,邮件,0,
170,COLUMBIA,MAFN,Reject,2021 Fall,2021-02-23,2021-01-22,邮件,0,
170,COLUMBIA,MAFN,AD无奖,2021 Fall,2021-02-22,2020-12-01,邮件,0,
170,COLUMBIA,MAFN,Reject,2021 Fall,2021-02-11,2021-01-24,网申,0,
170,COLUMBIA,MAFN,Reject,2021 Fall,2021-02-10,2021-01-15,网申,0,
170,COLUMBIA,MAFN,AD无奖,2021 Fall,2021-02-08,2020-12-09,邮件,0,
170,COLUMBIA,MAFN,AD无奖,2021 Fall,2021-02-08,2021-01-05,邮件,0,
170,COLUMBIA,MAFN,AD无奖,2020 Fall,2020-06-04,2020-02-05,邮件,0,全奖Offer
170,COLUMBIA,MAFN,AD无奖,2020 Fall,2020-05-27,2020-01-15,网申,0,自费AD
170,COLUMBIA,MAFN,AD无奖,2020 Fall,2020-05-19,2020-03-04,邮件,0,自费AD
170,COLUMBIA,MAFN,Waiting,2020 Fall,2020-03-31,,邮件,0,自费AD
170,COLUMBIA,MAFN,AD无奖,2020 Fall,2020-05-05,2020-04-14,邮件,0,自费AD
170,COLUMBIA,MAFN,Reject,2020 Fall,2020-04-30,2020-04-08,网申,0,自费AD
170,COLUMBIA,MAFN,AD无奖,2020 Fall,2020-04-15,2020-02-18,邮件,0,自费AD
170,COLUMBIA,MAFN,AD无奖,2020 Fall,2020-04-10,2020-02-08,网申,0,自费AD
170,COLUMBIA,MAFN,AD无奖,2020 Fall,2020-04-02,,网申,0,自费AD
170,COLUMBIA,MAFN,AD无奖,2020 Fall,2020-03-25,2020-02-02,邮件,0,自费AD
170,COLUMBIA,MAFN,Reject,2020 Fall,2020-03-31,2020-02-15,网申,0,自费AD
170,COLUMBIA,MAFN,AD无奖,2020 Fall,2020-03-26,,邮件,0,自费AD
170,COLUMBIA,MAFN,Waiting,2020 Fall,2020-03-20,2020-01-05,网申,0,自费AD
170,COLUMBIA,MAFN,Reject,2020 Fall,2020-03-31,2020-02-29,网申,0,自费AD
170,COLUMBIA,MAFN,AD无奖,2020 Fall,2020-03-28,2019-12-15,邮件,0,全奖Offer
170,COLUMBIA,MAFN,AD无奖,2020 Fall,2020-03-27,2020-01-05,邮件,0,自费AD
170,COLUMBIA,MAFN,AD无奖,2020 Fall,2020-03-27,2020-02-27,网申,0,自费AD
170,COLUMBIA,MAFN,AD无奖,2020 Fall,2020-03-26,2020-01-31,邮件,0,全奖Offer
170,COLUMBIA,MAFN,AD无奖,2020 Fall,2020-03-25,2020-02-01,邮件,0,自费AD
170,COLUMBIA,MAFN,AD无奖,2020 Fall,2020-02-14,,网申,0,自费AD
170,COLUMBIA,MAFN,Waiting,2020 Fall,2020-03-06,2020-02-01,邮件,0,自费AD
170,COLUMBIA,MAFN,AD无奖,2020 Fall,2020-01-31,2019-12-17,邮件,0,自费AD
170,COLUMBIA,MAFN,AD无奖,2020 Fall,2020-02-21,,网申,0,自费AD
170,COLUMBIA,MAFN,Reject,2020 Fall,2020-02-20,2020-01-28,网申,0,自费AD
170,COLUMBIA,MAFN,Reject,2020 Fall,2020-03-03,2020-02-12,网申,0,自费AD
170,COLUMBIA,MAFN,AD无奖,2020 Fall,2020-02-26,2020-01-07,邮件,0,自费AD
170,COLUMBIA,MAFN,AD无奖,2020 Fall,2020-01-31,2019-12-15,邮件,0,自费AD
170,COLUMBIA,MAFN,AD无奖,2020 Fall,2020-02-20,2020-02-10,邮件,0,自费AD
170,COLUMBIA,MAFN,AD无奖,2020 Fall,2020-02-20,2020-02-01,网申,0,自费AD
170,COLUMBIA,MAFN,AD无奖,2020 Fall,2020-02-13,,,0,自费AD
170,COLUMBIA,MAFN,AD无奖,2020 Fall,2020-02-03,2019-01-05,邮件,0,自费AD
170,COLUMBIA,MAFN,Reject,2020 Fall,2020-02-04,2019-12-15,邮件,0,自费AD
170,COLUMBIA,MAFN,Reject,2020 Fall,2020-02-04,2019-12-15,网申,0,自费AD
170,COLUMBIA,MAFN,Reject,2020 Fall,2020-02-04,2019-12-31,网申,0,自费AD
170,COLUMBIA,MAFN,AD无奖,2020 Fall,2020-01-31,2020-01-06,邮件,0,自费AD
170,COLUMBIA,MAFN,AD无奖,2020 Fall,2020-02-05,2020-02-01,邮件,0,自费AD
170,COLUMBIA,MAFN,AD无奖,2020 Fall,2020-02-04,2019-12-09,网申,0,自费AD
170,COLUMBIA,MAFN,AD无奖,2020 Fall,2020-02-04,2020-01-05,邮件,0,自费AD
170,COLUMBIA,MAFN,Offer,2020 Fall,2020-02-04,2019-11-06,网申,0,自费AD
170,COLUMBIA,MAFN,AD无奖,2020 Fall,2020-01-31,2019-11-26,邮件,0,自费AD
170,COLUMBIA,MAFN,AD无奖,2020 Fall,2020-01-31,2019-12-18,邮件,0,自费AD
170,COLUMBIA,MAFN,AD无奖,2020 Fall,2020-01-31,2020-01-20,邮件,0,自费AD
180,CORNELL,Financial Engineering Concentration and Cornell Financial Engineering Manhattan,Reject,2024 Fall,2024-04-23,2022-11-24,邮件,0,
180,CORNELL,Financial Engineering Concentration and Cornell Financial Engineering Manhattan,Reject,2023 Fall,2023-03-15,2022-12-01,邮件,0,
180,CORNELL,Financial Engineering Concentration and Cornell Financial Engineering Manhattan,AD小奖,2023 Fall,2023-01-20,2022-12-01,邮件,0,
180,CORNELL,CFEM,AD无奖,2023 Fall,2023-02-03,2022-11-24,邮件,0,
180,CORNELL,CFEM,AD无奖,2023 Fall,2023-01-28,2022-11-28,邮件,0,
180,CORNELL,CFEM,AD无奖,2023 Fall,2023-01-27,2022-12-01,邮件,0,
180,CORNELL,Financial Engineering Concentration and Cornell Financial Engineering Manhattan,Reject,2022 Fall,2022-04-06,2021-12-01,邮件,0,
180,CORNELL,Financial Engineering Concentration and Cornell Financial Engineering Manhattan,Reject,2022 Fall,2022-04-06,2021-11-30,邮件,0,
180,CORNELL,CFEM,Waiting,2022 Fall,2022-04-06,2021-12-01,邮件,0,
180,CORNELL,Financial Engineering Concentration and Cornell Financial Engineering Manhattan,AD无奖,2022 Fall,2022-03-05,2021-12-01,邮件,0,
180,CORNELL,CFEM,Waiting,2022 Fall,2022-03-02,2021-12-01,邮件,0,
180,CORNELL,CFEM,AD无奖,2022 Fall,2022-02-10,2021-11-19,邮件,0,
180,CORNELL,Financial Engineering Concentration and Cornell Financial Engineering Manhattan,AD无奖,2022 Fall,2022-02-10,2021-11-22,邮件,0,
180,CORNELL,Financial Engineering Concentration and Cornell Financial Engineering Manhattan,AD无奖,2022 Fall,2022-01-28,2021-11-29,邮件,0,
180,CORNELL,Financial Engineering Concentration and Cornell Financial Engineering Manhattan,AD无奖,2021 Fall,2021-02-05,2020-12-01,邮件,0,
180,CORNELL,CFEM,AD无奖,2021 Fall,2021-02-05,,,0,自费AD
180,CORNELL,Financial Engineering Concentration and Cornell Financial Engineering Manhattan,Reject,2021 Fall,2021-03-29,2020-11-29,邮件,0,
180,CORNELL,Financial Engineering Concentration and Cornell Financial Engineering Manhattan,Reject,2021 Fall,2021-03-30,2020-11-26,邮件,0,
180,CORNELL,CFEM,Reject,2021 Fall,2021-03-30,2020-12-01,邮件,0,
180,CORNELL,CFEM,Waiting,2021 Fall,2021-03-05,2020-12-17,邮件,0,
180,CORNELL,CFEM,AD无奖,2021 Fall,2021-02-12,,邮件,0,自费AD
180,CORNELL,CFEM,AD无奖,2021 Fall,2021-03-08,2020-11-12,邮件,0,
180,CORNELL,CFEM,AD无奖,2021 Fall,2021-02-28,2020-12-01,邮件,0,
180,CORNELL,CFEM,Waiting,2021 Fall,2021-02-18,2020-11-30,邮件,0,
180,CORNELL,CFEM,AD无奖,2021 Fall,2021-02-11,2020-11-30,邮件,0,
180,CORNELL,CFEM,AD无奖,2021 Fall,2021-02-12,2020-11-26,邮件,0,
180,CORNELL,CFEM,AD无奖,2021 Fall,2021-02-12,2020-11-29,邮件,0,
180,CORNELL,CFEM,AD无奖,2021 Fall,2021-02-05,2020-11-30,邮件,0,
180,CORNELL,CFEM,AD无奖,2021 Fall,2021-01-28,2020-12-01,邮件,0,
180,CORNELL,CFEM,AD小奖,2021 Fall,2021-01-28,2020-12-01,邮件,0,
180,CORNELL,CFEM,AD无奖,2020 Fall,2020-06-02,2019-11-29,邮件,0,自费AD
180,CORNELL,CFEM,AD无奖,2020 Fall,2020-05-16,2020-01-09,邮件,0,自费AD
180,CORNELL,CFEM,AD小奖,2020 Fall,2020-05-16,2019-12-15,邮件,0,自费AD
180,CORNELL,CFEM,Reject,2020 Fall,2020-03-27,2019-12-15,邮件,0,自费AD
180,CORNELL,CFEM,AD无奖,2020 Fall,2020-03-01,,邮件,0,自费AD
180,CORNELL,CFEM,Reject,2020 Fall,2020-03-26,2019-11-30,邮件,0,自费AD
180,CORNELL,CFEM,Reject,2020 Fall,2020-03-28,2019-11-30,邮件,0,自费AD
180,CORNELL,CFEM,Reject,2020 Fall,2020-03-27,2019-12-15,邮件,0,自费AD
180,CORNELL,CFEM,Reject,2020 Fall,2020-03-28,2019-11-30,邮件,0,自费AD
180,CORNELL,CFEM,Reject,2020 Fall,2020-03-28,2019-11-20,邮件,0,自费AD
180,CORNELL,CFEM,Reject,2020 Fall,2020-03-27,2019-11-28,邮件,0,自费AD
180,CORNELL,CFEM,Waiting,2020 Fall,2020-03-16,,其他,0,自费AD
180,CORNELL,CFEM,AD无奖,2020 Fall,2020-02-21,2019-12-01,邮件,0,自费AD
180,CORNELL,CFEM,AD无奖,2020 Fall,2020-02-26,2019-12-01,邮件,0,自费AD
180,CORNELL,CFEM,AD无奖,2020 Fall,2020-02-19,2019-12-01,邮件,0,自费AD
180,CORNELL,CFEM,Waiting,2020 Fall,2020-03-13,,其他,0,自费AD
180,CORNELL,CFEM,AD无奖,2020 Fall,2020-02-26,2019-11-30,邮件,0,自费AD
180,CORNELL,CFEM,AD无奖,2020 Fall,2020-02-26,2019-11-29,邮件,0,自费AD
180,CORNELL,CFEM,AD无奖,2020 Fall,2020-02-19,2019-11-30,邮件,0,自费AD
180,CORNELL,CFEM,Waiting,2020 Fall,2020-02-25,2019-11-17,邮件,0,自费AD
180,CORNELL,CFEM,AD无奖,2020 Fall,2020-02-24,2019-11-30,邮件,0,自费AD
180,CORNELL,CFEM,AD无奖,2020 Fall,2020-02-18,2019-11-29,邮件,0,自费AD
180,CORNELL,CFEM,AD无奖,2020 Fall,2020-02-19,2019-11-30,邮件,0,自费AD
180,CORNELL,CFEM,AD无奖,2020 Fall,2020-02-18,2019-11-30,邮件,0,自费AD
180,CORNELL,CFEM,AD无奖,2020 Fall,2020-02-19,2019-12-01,邮件,0,自费AD
180,CORNELL,CFEM,AD小奖,2020 Fall,2020-02-14,2019-11-29,邮件,0,自费AD
180,CORNELL,CFEM,AD小奖,2020 Fall,2020-02-15,2019-12-01,邮件,0,自费AD
180,CORNELL,CFEM,AD小奖,2020 Fall,2020-02-14,2019-12-01,邮件,0,自费AD
230,GATECH,MS in Quantitative and Computational Finance,AD无奖,2025 Fall,2025-01-10,2025-12-16,邮件,0,
230,GATECH,QCF,AD无奖,2025 Fall,2025-03-30,,邮件,0,自费AD
230,GATECH,QCF,AD无奖,2025 Fall,2025-01-08,2024-10-14,网申,0,
230,GATECH,QCF,AD无奖,2024 Fall,2024-01-17,2023-12-04,网申,0,
230,GATECH,QCF,AD无奖,2024 Fall,2024-01-05,2023-10-11,网申,0,
230,GATECH,MS in Quantitative and Computational Finance,AD无奖,2023 Fall,2023-05-23,2023-03-23,邮件,0,
